"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"interior",-0.000801374516870829,0.0330916930605211,102,27,"Rate-conserved",2154
"all",-0.000801374516870829,0.0330916930605211,102,27,"Rate-conserved",2154
"interior",-0.00875483277405507,0.0248908117503953,108,28,"Rate-conserved",2154
"all",-0.00875483277405507,0.0248908117503953,108,28,"Rate-conserved",2154
"interior",-0.0132282077792305,0.0284491665124507,112,29,"Rate-conserved",2154
"all",-0.0132282077792305,0.0284491665124507,112,29,"Rate-conserved",2154
"interior",-0.00959057424795154,0.0351490272458365,89,30,"Rate-conserved",2154
"all",-0.00959057424795154,0.0351490272458365,89,30,"Rate-conserved",2154
"interior",-0.00549313179524669,0.0432469684177753,87,31,"Rate-conserved",2154
"all",-0.00549313179524669,0.0432469684177753,87,31,"Rate-conserved",2154
"interior",-0.00119671705491421,0.0355175970622064,98,32,"Rate-conserved",2154
"all",-0.00119671705491421,0.0355175970622064,98,32,"Rate-conserved",2154
"interior",-0.0123040257682902,0.0351883797937441,87,33,"Rate-conserved",2154
"all",-0.0123040257682902,0.0351883797937441,87,33,"Rate-conserved",2154
"interior",-0.00633851972830221,0.0287874977380655,112,34,"Rate-conserved",2154
"all",-0.00633851972830221,0.0287874977380655,112,34,"Rate-conserved",2154
"interior",-0.0051137267152658,0.02875588478083,104,35,"Rate-conserved",2154
"all",-0.0051137267152658,0.02875588478083,104,35,"Rate-conserved",2154
"interior",0.00319712893513448,0.0389661325815436,90,36,"Rate-conserved",2154
"all",0.00319712893513448,0.0389661325815436,90,36,"Rate-conserved",2154
"interior",0.0021330992057769,0.0253297770311167,122,37,"Rate-conserved",2154
"all",0.0021330992057769,0.0253297770311167,122,37,"Rate-conserved",2154
"interior",0.00233989849374143,0.0288171793526849,98,38,"Rate-conserved",2154
"all",0.00233989849374143,0.0288171793526849,98,38,"Rate-conserved",2154
"interior",-0.00360545903431705,0.0274449740455389,105,39,"Rate-conserved",2154
"all",-0.00360545903431705,0.0274449740455389,105,39,"Rate-conserved",2154
"interior",0.00236157554895272,0.0305811098296891,107,40,"Rate-conserved",2154
"all",0.00236157554895272,0.0305811098296891,107,40,"Rate-conserved",2154
"interior",-0.00338323278164987,0.0302170239862852,109,41,"Rate-conserved",2154
"all",-0.00338323278164987,0.0302170239862852,109,41,"Rate-conserved",2154
"interior",0.00163751065676352,0.0347665155435586,93,42,"Rate-conserved",2154
"all",0.00163751065676352,0.0347665155435586,93,42,"Rate-conserved",2154
"interior",-0.0145764475697917,0.0413851611008773,82,43,"Rate-conserved",2154
"all",-0.0145764475697917,0.0413851611008773,82,43,"Rate-conserved",2154
"interior",-0.00464243188568135,0.0321370785005803,89,44,"Rate-conserved",2154
"all",-0.00464243188568135,0.0321370785005803,89,44,"Rate-conserved",2154
"interior",0.00322853735382987,0.0192480250885042,117,45,"Rate-conserved",2154
"all",0.00322853735382987,0.0192480250885042,117,45,"Rate-conserved",2154
"interior",0.00349704204386586,0.0376203370534376,83,46,"Rate-conserved",2154
"all",0.00349704204386586,0.0376203370534376,83,46,"Rate-conserved",2154
"interior",0.00251411520680069,0.0333674701170204,99,47,"Rate-conserved",2154
"all",0.00251411520680069,0.0333674701170204,99,47,"Rate-conserved",2154
"interior",0.00698277893453571,0.0371893964995144,98,48,"Rate-conserved",2154
"all",0.00698277893453571,0.0371893964995144,98,48,"Rate-conserved",2154
"interior",0.00543667005238698,0.0464303566305474,83,49,"Rate-conserved",2154
"all",0.00543667005238698,0.0464303566305474,83,49,"Rate-conserved",2154
"interior",-0.00605201161980285,0.0243962103396565,110,50,"Rate-conserved",2154
"all",-0.00605201161980285,0.0243962103396565,110,50,"Rate-conserved",2154
"interior",-0.000464314802101061,0.0275249753432804,108,1,"Isotropic",2204
"all",-0.000464314802101061,0.0275249753432804,108,1,"Isotropic",2204
"interior",0.00229544786754231,0.0338054906593743,95,2,"Isotropic",2204
"all",0.00229544786754231,0.0338054906593743,95,2,"Isotropic",2204
"interior",-0.00445133142852287,0.0262450090305022,105,3,"Isotropic",2204
"all",-0.00445133142852287,0.0262450090305022,105,3,"Isotropic",2204
"interior",0.000618785016153162,0.0233883068750029,120,4,"Isotropic",2204
"all",0.000618785016153162,0.0233883068750029,120,4,"Isotropic",2204
"interior",0.0088179510065924,0.043835683241522,81,5,"Isotropic",2204
"all",0.0088179510065924,0.043835683241522,81,5,"Isotropic",2204
"interior",-0.00266034396736348,0.026008865812085,114,6,"Isotropic",2204
"all",-0.00266034396736348,0.026008865812085,114,6,"Isotropic",2204
"interior",-0.00295615940674298,0.0324298858707584,105,7,"Isotropic",2204
"all",-0.00295615940674298,0.0324298858707584,105,7,"Isotropic",2204
"interior",0.00492963494902311,0.0384046701418924,92,8,"Isotropic",2204
"all",0.00492963494902311,0.0384046701418924,92,8,"Isotropic",2204
"interior",-0.00449609384084023,0.0270624607683061,97,9,"Isotropic",2204
"all",-0.00449609384084023,0.0270624607683061,97,9,"Isotropic",2204
"interior",-0.00715565347919215,0.0245308766153489,86,10,"Isotropic",2204
"all",-0.00715565347919215,0.0245308766153489,86,10,"Isotropic",2204
"interior",0.00227855692759186,0.0328389724718449,94,11,"Isotropic",2204
"all",0.00227855692759186,0.0328389724718449,94,11,"Isotropic",2204
"interior",0.000314302097774974,0.0283156700052261,106,12,"Isotropic",2204
"all",0.000314302097774974,0.0283156700052261,106,12,"Isotropic",2204
"interior",-0.00500238107287044,0.036868075980679,86,13,"Isotropic",2204
"all",-0.00500238107287044,0.036868075980679,86,13,"Isotropic",2204
"interior",-0.00914266868394604,0.0269770759269477,106,14,"Isotropic",2204
"all",-0.00914266868394604,0.0269770759269477,106,14,"Isotropic",2204
"interior",0.00192990585968375,0.0351435102182853,93,15,"Isotropic",2204
"all",0.00192990585968375,0.0351435102182853,93,15,"Isotropic",2204
"interior",0.00344728175561133,0.035119444101771,85,16,"Isotropic",2204
"all",0.00344728175561133,0.035119444101771,85,16,"Isotropic",2204
"interior",0.00809692426223558,0.0296418207576447,116,17,"Isotropic",2204
"all",0.00809692426223558,0.0296418207576447,116,17,"Isotropic",2204
"interior",-0.00634544984687449,0.035833839234871,94,18,"Isotropic",2204
"all",-0.00634544984687449,0.035833839234871,94,18,"Isotropic",2204
"interior",-0.00653935279503885,0.0410069279259038,91,19,"Isotropic",2204
"all",-0.00653935279503885,0.0410069279259038,91,19,"Isotropic",2204
"interior",0.000605382106428962,0.0348581107363426,83,20,"Isotropic",2204
"all",0.000605382106428962,0.0348581107363426,83,20,"Isotropic",2204
"interior",-0.00225768001975843,0.0338299111548654,87,21,"Isotropic",2204
"all",-0.00225768001975843,0.0338299111548654,87,21,"Isotropic",2204
"interior",-0.00811351593795893,0.0379295976466692,106,22,"Isotropic",2204
"all",-0.00811351593795893,0.0379295976466692,106,22,"Isotropic",2204
"interior",0.00199353991039977,0.0252222121613407,107,23,"Isotropic",2204
"all",0.00199353991039977,0.0252222121613407,107,23,"Isotropic",2204
"interior",0.0109897421344831,0.0375648098616351,84,24,"Isotropic",2204
"all",0.0109897421344831,0.0375648098616351,84,24,"Isotropic",2204
"interior",0.0112932367687551,0.0267426760176852,116,25,"Isotropic",2204
"all",0.0112932367687551,0.0267426760176852,116,25,"Isotropic",2204
"interior",0.00677739523284925,0.0374749746694326,77,26,"Isotropic",2204
"all",0.00677739523284925,0.0374749746694326,77,26,"Isotropic",2204
"interior",0.0126865390747716,0.040014984406814,88,27,"Isotropic",2204
"all",0.0126865390747716,0.040014984406814,88,27,"Isotropic",2204
"interior",0.00406968019891328,0.0335234297399123,83,28,"Isotropic",2204
"all",0.00406968019891328,0.0335234297399123,83,28,"Isotropic",2204
"interior",0.00220372218900984,0.0280634602629219,104,29,"Isotropic",2204
"all",0.00220372218900984,0.0280634602629219,104,29,"Isotropic",2204
"interior",0.00308519585256495,0.0354927234041821,88,30,"Isotropic",2204
"all",0.00308519585256495,0.0354927234041821,88,30,"Isotropic",2204
"interior",0.00787294319016578,0.0297720307800346,94,31,"Isotropic",2204
"all",0.00787294319016578,0.0297720307800346,94,31,"Isotropic",2204
"interior",0.00942471312144888,0.0348469209117341,105,32,"Isotropic",2204
"all",0.00942471312144888,0.0348469209117341,105,32,"Isotropic",2204
"interior",0.00259338996295269,0.0338863804227711,88,33,"Isotropic",2204
"all",0.00259338996295269,0.0338863804227711,88,33,"Isotropic",2204
"interior",-0.000615090797901153,0.0365535250431771,93,34,"Isotropic",2204
"all",-0.000615090797901153,0.0365535250431771,93,34,"Isotropic",2204
"interior",0.00530231247664885,0.0279077724752429,106,35,"Isotropic",2204
"all",0.00530231247664885,0.0279077724752429,106,35,"Isotropic",2204
"interior",0.0104563698997104,0.0382063591976521,93,36,"Isotropic",2204
"all",0.0104563698997104,0.0382063591976521,93,36,"Isotropic",2204
"interior",-0.00874887527426391,0.0351302200405686,91,37,"Isotropic",2204
"all",-0.00874887527426391,0.0351302200405686,91,37,"Isotropic",2204
"interior",-0.000549168939474075,0.0356421382147729,91,38,"Isotropic",2204
"all",-0.000549168939474075,0.0356421382147729,91,38,"Isotropic",2204
"interior",0.00203519448798994,0.0276084792864491,108,39,"Isotropic",2204
"all",0.00203519448798994,0.0276084792864491,108,39,"Isotropic",2204
"interior",-0.00522531095322641,0.031590975627838,96,40,"Isotropic",2204
"all",-0.00522531095322641,0.031590975627838,96,40,"Isotropic",2204
"interior",0.00837930233528552,0.0381496656206697,102,41,"Isotropic",2204
"all",0.00837930233528552,0.0381496656206697,102,41,"Isotropic",2204
"interior",0.00667787956440565,0.0222000250427376,111,42,"Isotropic",2204
"all",0.00667787956440565,0.0222000250427376,111,42,"Isotropic",2204
"interior",0.0119501033692106,0.0433203391642772,78,43,"Isotropic",2204
"all",0.0119501033692106,0.0433203391642772,78,43,"Isotropic",2204
"interior",0.00650842572877394,0.0285987491625981,106,44,"Isotropic",2204
"all",0.00650842572877394,0.0285987491625981,106,44,"Isotropic",2204
"interior",0.00571772567665922,0.0449897730942338,90,45,"Isotropic",2204
"all",0.00571772567665922,0.0449897730942338,90,45,"Isotropic",2204
"interior",-0.00121418248527312,0.0277409964182548,105,46,"Isotropic",2204
"all",-0.00121418248527312,0.0277409964182548,105,46,"Isotropic",2204
"interior",-0.0016871838652598,0.0294963475309788,89,47,"Isotropic",2204
"all",-0.0016871838652598,0.0294963475309788,89,47,"Isotropic",2204
"interior",0.00328185562860407,0.0262433248365762,118,48,"Isotropic",2204
"all",0.00328185562860407,0.0262433248365762,118,48,"Isotropic",2204
"interior",0.00614192364458243,0.0266449904070156,96,49,"Isotropic",2204
"all",0.00614192364458243,0.0266449904070156,96,49,"Isotropic",2204
"interior",0.0030567194224822,0.0357348663896908,93,50,"Isotropic",2204
"all",0.0030567194224822,0.0357348663896908,93,50,"Isotropic",2204
"interior",-0.0145207153076828,0.0434168149268169,74,1,"Flux-conserved",2204
"all",-0.0145207153076828,0.0434168149268169,74,1,"Flux-conserved",2204
"interior",-0.00988138531768236,0.0397336590942839,88,2,"Flux-conserved",2204
"all",-0.00988138531768236,0.0397336590942839,88,2,"Flux-conserved",2204
"interior",-0.00818514964351796,0.0252570862013319,109,3,"Flux-conserved",2204
"all",-0.00818514964351796,0.0252570862013319,109,3,"Flux-conserved",2204
"interior",-0.00711851064233451,0.0368617706682513,85,4,"Flux-conserved",2204
"all",-0.00711851064233451,0.0368617706682513,85,4,"Flux-conserved",2204
"interior",-0.0157912989397733,0.0528863967950667,83,5,"Flux-conserved",2204
"all",-0.0157912989397733,0.0528863967950667,83,5,"Flux-conserved",2204
"interior",-0.00847749811507592,0.0399921336269242,100,6,"Flux-conserved",2204
"all",-0.00847749811507592,0.0399921336269242,100,6,"Flux-conserved",2204
"interior",-0.012458751033094,0.03213012137692,97,7,"Flux-conserved",2204
"all",-0.012458751033094,0.03213012137692,97,7,"Flux-conserved",2204
"interior",-0.0138981160876366,0.0421219249527391,82,8,"Flux-conserved",2204
"all",-0.0138981160876366,0.0421219249527391,82,8,"Flux-conserved",2204
"interior",-0.0179353972723469,0.034400119755352,93,9,"Flux-conserved",2204
"all",-0.0179353972723469,0.034400119755352,93,9,"Flux-conserved",2204
"interior",-0.0214830657896354,0.0420956589810711,86,10,"Flux-conserved",2204
"all",-0.0214830657896354,0.0420956589810711,86,10,"Flux-conserved",2204
"interior",-0.0119599735021868,0.0358014998781725,94,11,"Flux-conserved",2204
"all",-0.0119599735021868,0.0358014998781725,94,11,"Flux-conserved",2204
"interior",-0.00833890922686721,0.0337251182500633,102,12,"Flux-conserved",2204
"all",-0.00833890922686721,0.0337251182500633,102,12,"Flux-conserved",2204
"interior",-0.0212922592196028,0.0469021004446421,74,13,"Flux-conserved",2204
"all",-0.0212922592196028,0.0469021004446421,74,13,"Flux-conserved",2204
"interior",-0.0056584529061038,0.0312509969139931,88,14,"Flux-conserved",2204
"all",-0.0056584529061038,0.0312509969139931,88,14,"Flux-conserved",2204
"interior",-0.0126277889247097,0.0332602111379491,112,15,"Flux-conserved",2204
"all",-0.0126277889247097,0.0332602111379491,112,15,"Flux-conserved",2204
"interior",-0.00847837322333177,0.0401269012173114,94,16,"Flux-conserved",2204
"all",-0.00847837322333177,0.0401269012173114,94,16,"Flux-conserved",2204
"interior",-0.00705880405111472,0.0270081791337663,99,17,"Flux-conserved",2204
"all",-0.00705880405111472,0.0270081791337663,99,17,"Flux-conserved",2204
"interior",-0.0145841438659364,0.0547683272173227,81,18,"Flux-conserved",2204
"all",-0.0145841438659364,0.0547683272173227,81,18,"Flux-conserved",2204
"interior",-0.00711745447898989,0.0305638803889112,115,19,"Flux-conserved",2204
"all",-0.00711745447898989,0.0305638803889112,115,19,"Flux-conserved",2204
"interior",-0.00467422276774858,0.0328484952867855,96,20,"Flux-conserved",2204
"all",-0.00467422276774858,0.0328484952867855,96,20,"Flux-conserved",2204
"interior",-0.000650315660316385,0.0569449135922614,73,21,"Flux-conserved",2204
"all",-0.000650315660316385,0.0569449135922614,73,21,"Flux-conserved",2204
"interior",-0.00423886146924422,0.0409350276639262,79,22,"Flux-conserved",2204
"all",-0.00423886146924422,0.0409350276639262,79,22,"Flux-conserved",2204
"interior",-0.0211101389035078,0.03800797692293,98,23,"Flux-conserved",2204
"all",-0.0211101389035078,0.03800797692293,98,23,"Flux-conserved",2204
"interior",-0.000612795056765425,0.0372705225823006,98,24,"Flux-conserved",2204
"all",-0.000612795056765425,0.0372705225823006,98,24,"Flux-conserved",2204
"interior",-0.0145214134524713,0.0409103655026267,92,25,"Flux-conserved",2204
"all",-0.0145214134524713,0.0409103655026267,92,25,"Flux-conserved",2204
"interior",-0.00817978312984701,0.0286441814796461,103,26,"Flux-conserved",2204
"all",-0.00817978312984701,0.0286441814796461,103,26,"Flux-conserved",2204
"interior",-0.0106114904008961,0.0449246436093691,77,27,"Flux-conserved",2204
"all",-0.0106114904008961,0.0449246436093691,77,27,"Flux-conserved",2204
"interior",0.000615492032527034,0.0323581141595079,86,28,"Flux-conserved",2204
"all",0.000615492032527034,0.0323581141595079,86,28,"Flux-conserved",2204
"interior",-0.0126320357978386,0.035593724269271,97,29,"Flux-conserved",2204
"all",-0.0126320357978386,0.035593724269271,97,29,"Flux-conserved",2204
"interior",-0.0104279723376184,0.0274146471922954,97,30,"Flux-conserved",2204
"all",-0.0104279723376184,0.0274146471922954,97,30,"Flux-conserved",2204
"interior",-0.0191407914622013,0.034957617528285,102,31,"Flux-conserved",2204
"all",-0.0191407914622013,0.034957617528285,102,31,"Flux-conserved",2204
"interior",-0.00250925790547104,0.0401645702969818,82,32,"Flux-conserved",2204
"all",-0.00250925790547104,0.0401645702969818,82,32,"Flux-conserved",2204
"interior",-0.011894566974356,0.0376521206993023,88,33,"Flux-conserved",2204
"all",-0.011894566974356,0.0376521206993023,88,33,"Flux-conserved",2204
"interior",-0.0029392369409071,0.030588656627412,108,34,"Flux-conserved",2204
"all",-0.0029392369409071,0.030588656627412,108,34,"Flux-conserved",2204
"interior",-0.00422486488659518,0.0253038520787999,99,35,"Flux-conserved",2204
"all",-0.00422486488659518,0.0253038520787999,99,35,"Flux-conserved",2204
"interior",0.00193880927892996,0.0369107698396767,88,36,"Flux-conserved",2204
"all",0.00193880927892996,0.0369107698396767,88,36,"Flux-conserved",2204
"interior",-0.0153235373005468,0.0418803327860317,96,37,"Flux-conserved",2204
"all",-0.0153235373005468,0.0418803327860317,96,37,"Flux-conserved",2204
"interior",-0.00774126087314955,0.0283662296916892,104,38,"Flux-conserved",2204
"all",-0.00774126087314955,0.0283662296916892,104,38,"Flux-conserved",2204
"interior",-0.011656196749317,0.0341155007948462,95,39,"Flux-conserved",2204
"all",-0.011656196749317,0.0341155007948462,95,39,"Flux-conserved",2204
"interior",-0.00715960914775389,0.0515766463881489,73,40,"Flux-conserved",2204
"all",-0.00715960914775389,0.0515766463881489,73,40,"Flux-conserved",2204
"interior",-0.00847683369320512,0.0252245002854524,110,41,"Flux-conserved",2204
"all",-0.00847683369320512,0.0252245002854524,110,41,"Flux-conserved",2204
"interior",0.00113947146395351,0.0433548171370995,88,42,"Flux-conserved",2204
"all",0.00113947146395351,0.0433548171370995,88,42,"Flux-conserved",2204
"interior",-0.0138145382886324,0.032486577736204,90,43,"Flux-conserved",2204
