"Stratum","He","n_poly","pop_index","is_terminus","replicate","scenario","generation"
"Pop03",0.0181875,2,3,FALSE,44,"Obstructed",2754
"Pop04",0.0287875,2,4,FALSE,44,"Obstructed",2754
"Pop05",0.0258475,2,5,FALSE,44,"Obstructed",2754
"Pop06",0.0172125,4,6,FALSE,44,"Obstructed",2754
"Pop07",0.03463,4,7,FALSE,44,"Obstructed",2754
"Pop08",0.05472,6,8,FALSE,44,"Obstructed",2754
"Pop09",0.0962175,6,9,FALSE,44,"Obstructed",2754
"Pop10",0.076175,8,10,FALSE,44,"Obstructed",2754
"Pop11",0.08652,7,11,FALSE,44,"Obstructed",2754
"Pop12",0.1219575,7,12,FALSE,44,"Obstructed",2754
"Pop13",0.13574,8,13,FALSE,44,"Obstructed",2754
"Pop14",0.1329475,8,14,FALSE,44,"Obstructed",2754
"Pop15",0.15633,8,15,FALSE,44,"Obstructed",2754
"Pop16",0.1404675,10,16,FALSE,44,"Obstructed",2754
"Pop17",0.1777575,13,17,FALSE,44,"Obstructed",2754
"Pop18",0.1894175,14,18,FALSE,44,"Obstructed",2754
"Pop19",0.2037925,16,19,FALSE,44,"Obstructed",2754
"Pop20",0.224445,16,20,FALSE,44,"Obstructed",2754
"Pop21",0.21184,15,21,FALSE,44,"Obstructed",2754
"Pop22",0.2456075,17,22,FALSE,44,"Obstructed",2754
"Pop23",0.28591,17,23,FALSE,44,"Obstructed",2754
"Pop24",0.27033,17,24,FALSE,44,"Obstructed",2754
"Pop25",0.294365,17,25,TRUE,44,"Obstructed",2754
"Pop01",0,0,1,TRUE,45,"Obstructed",2754
"Pop02",0.01344,1,2,FALSE,45,"Obstructed",2754
"Pop03",0.00979,1,3,FALSE,45,"Obstructed",2754
"Pop04",0.0033775,1,4,FALSE,45,"Obstructed",2754
"Pop05",0.0272975,2,5,FALSE,45,"Obstructed",2754
"Pop06",0.041045,4,6,FALSE,45,"Obstructed",2754
"Pop07",0.050315,5,7,FALSE,45,"Obstructed",2754
"Pop08",0.08917,6,8,FALSE,45,"Obstructed",2754
"Pop09",0.0842125,5,9,FALSE,45,"Obstructed",2754
"Pop10",0.0712525,5,10,FALSE,45,"Obstructed",2754
"Pop11",0.0476325,6,11,FALSE,45,"Obstructed",2754
"Pop12",0.0744425,6,12,FALSE,45,"Obstructed",2754
"Pop13",0.084645,6,13,FALSE,45,"Obstructed",2754
"Pop14",0.096985,7,14,FALSE,45,"Obstructed",2754
"Pop15",0.08261,6,15,FALSE,45,"Obstructed",2754
"Pop16",0.0837825,7,16,FALSE,45,"Obstructed",2754
"Pop17",0.09707,7,17,FALSE,45,"Obstructed",2754
"Pop18",0.09491,7,18,FALSE,45,"Obstructed",2754
"Pop19",0.13217,8,19,FALSE,45,"Obstructed",2754
"Pop20",0.1821,10,20,FALSE,45,"Obstructed",2754
"Pop21",0.154085,10,21,FALSE,45,"Obstructed",2754
"Pop22",0.1834675,11,22,FALSE,45,"Obstructed",2754
"Pop23",0.1838525,11,23,FALSE,45,"Obstructed",2754
"Pop24",0.1580175,9,24,FALSE,45,"Obstructed",2754
"Pop25",0.147795,9,25,TRUE,45,"Obstructed",2754
"Pop01",0,0,1,TRUE,46,"Obstructed",2754
"Pop02",0.00291,1,2,FALSE,46,"Obstructed",2754
"Pop03",0.0180375,2,3,FALSE,46,"Obstructed",2754
"Pop04",0.0308525,3,4,FALSE,46,"Obstructed",2754
"Pop05",0.056575,3,5,FALSE,46,"Obstructed",2754
"Pop06",0.0649925,3,6,FALSE,46,"Obstructed",2754
"Pop07",0.073035,4,7,FALSE,46,"Obstructed",2754
"Pop08",0.072895,6,8,FALSE,46,"Obstructed",2754
"Pop09",0.116265,7,9,FALSE,46,"Obstructed",2754
"Pop10",0.1233025,7,10,FALSE,46,"Obstructed",2754
"Pop11",0.12528,8,11,FALSE,46,"Obstructed",2754
"Pop12",0.1306175,7,12,FALSE,46,"Obstructed",2754
"Pop13",0.16253,9,13,FALSE,46,"Obstructed",2754
"Pop14",0.1682625,9,14,FALSE,46,"Obstructed",2754
"Pop15",0.1694275,11,15,FALSE,46,"Obstructed",2754
"Pop16",0.1922675,13,16,FALSE,46,"Obstructed",2754
"Pop17",0.2068475,15,17,FALSE,46,"Obstructed",2754
"Pop18",0.2006475,16,18,FALSE,46,"Obstructed",2754
"Pop19",0.22984,16,19,FALSE,46,"Obstructed",2754
"Pop20",0.2455775,16,20,FALSE,46,"Obstructed",2754
"Pop21",0.265045,16,21,FALSE,46,"Obstructed",2754
"Pop22",0.2071175,14,22,FALSE,46,"Obstructed",2754
"Pop23",0.1758275,14,23,FALSE,46,"Obstructed",2754
"Pop24",0.172335,12,24,FALSE,46,"Obstructed",2754
"Pop25",0.1304825,12,25,TRUE,46,"Obstructed",2754
"Pop01",0,0,1,TRUE,47,"Obstructed",2754
"Pop02",0.017395,2,2,FALSE,47,"Obstructed",2754
"Pop03",0.020965,3,3,FALSE,47,"Obstructed",2754
"Pop04",0.042115,4,4,FALSE,47,"Obstructed",2754
"Pop05",0.046985,5,5,FALSE,47,"Obstructed",2754
"Pop06",0.08339,5,6,FALSE,47,"Obstructed",2754
"Pop07",0.11398,6,7,FALSE,47,"Obstructed",2754
"Pop08",0.128825,7,8,FALSE,47,"Obstructed",2754
"Pop09",0.14075,7,9,FALSE,47,"Obstructed",2754
"Pop10",0.1030525,7,10,FALSE,47,"Obstructed",2754
"Pop11",0.115695,8,11,FALSE,47,"Obstructed",2754
"Pop12",0.1467125,8,12,FALSE,47,"Obstructed",2754
"Pop13",0.1410175,10,13,FALSE,47,"Obstructed",2754
"Pop14",0.172355,11,14,FALSE,47,"Obstructed",2754
"Pop15",0.1785425,10,15,FALSE,47,"Obstructed",2754
"Pop16",0.18781,10,16,FALSE,47,"Obstructed",2754
"Pop17",0.1784175,11,17,FALSE,47,"Obstructed",2754
"Pop18",0.19448,11,18,FALSE,47,"Obstructed",2754
"Pop19",0.1485,11,19,FALSE,47,"Obstructed",2754
"Pop20",0.1637125,11,20,FALSE,47,"Obstructed",2754
"Pop21",0.182655,12,21,FALSE,47,"Obstructed",2754
"Pop22",0.178205,10,22,FALSE,47,"Obstructed",2754
"Pop23",0.165545,10,23,FALSE,47,"Obstructed",2754
"Pop24",0.1569925,10,24,FALSE,47,"Obstructed",2754
"Pop25",0.1311825,9,25,TRUE,47,"Obstructed",2754
"Pop01",0.0203775,1,1,TRUE,48,"Obstructed",2754
"Pop02",0.0349875,2,2,FALSE,48,"Obstructed",2754
"Pop03",0.0461575,2,3,FALSE,48,"Obstructed",2754
"Pop04",0.046835,4,4,FALSE,48,"Obstructed",2754
"Pop05",0.06549,5,5,FALSE,48,"Obstructed",2754
"Pop06",0.0624025,6,6,FALSE,48,"Obstructed",2754
"Pop07",0.1076425,6,7,FALSE,48,"Obstructed",2754
"Pop08",0.1087525,6,8,FALSE,48,"Obstructed",2754
"Pop09",0.0936775,6,9,FALSE,48,"Obstructed",2754
"Pop10",0.0827625,6,10,FALSE,48,"Obstructed",2754
"Pop11",0.0580925,7,11,FALSE,48,"Obstructed",2754
"Pop12",0.1091025,8,12,FALSE,48,"Obstructed",2754
"Pop13",0.08499,9,13,FALSE,48,"Obstructed",2754
"Pop14",0.127375,10,14,FALSE,48,"Obstructed",2754
"Pop15",0.1642575,11,15,FALSE,48,"Obstructed",2754
"Pop16",0.1565675,12,16,FALSE,48,"Obstructed",2754
"Pop17",0.1422,11,17,FALSE,48,"Obstructed",2754
"Pop18",0.1655,11,18,FALSE,48,"Obstructed",2754
"Pop19",0.17755,10,19,FALSE,48,"Obstructed",2754
"Pop20",0.195025,9,20,FALSE,48,"Obstructed",2754
"Pop21",0.173095,9,21,FALSE,48,"Obstructed",2754
"Pop22",0.161285,8,22,FALSE,48,"Obstructed",2754
"Pop23",0.140925,8,23,FALSE,48,"Obstructed",2754
"Pop24",0.1338425,9,24,FALSE,48,"Obstructed",2754
"Pop25",0.07337,7,25,TRUE,48,"Obstructed",2754
"Pop01",0.02863,2,1,TRUE,49,"Obstructed",2754
"Pop02",0.035895,4,2,FALSE,49,"Obstructed",2754
"Pop03",0.027585,4,3,FALSE,49,"Obstructed",2754
"Pop04",0.04893,4,4,FALSE,49,"Obstructed",2754
"Pop05",0.0464125,5,5,FALSE,49,"Obstructed",2754
"Pop06",0.07988,5,6,FALSE,49,"Obstructed",2754
"Pop07",0.077735,5,7,FALSE,49,"Obstructed",2754
"Pop08",0.05936,7,8,FALSE,49,"Obstructed",2754
"Pop09",0.114385,7,9,FALSE,49,"Obstructed",2754
"Pop10",0.074665,6,10,FALSE,49,"Obstructed",2754
"Pop11",0.111355,8,11,FALSE,49,"Obstructed",2754
"Pop12",0.12262,8,12,FALSE,49,"Obstructed",2754
"Pop13",0.1028,8,13,FALSE,49,"Obstructed",2754
"Pop14",0.144805,10,14,FALSE,49,"Obstructed",2754
"Pop15",0.14049,9,15,FALSE,49,"Obstructed",2754
"Pop16",0.165185,9,16,FALSE,49,"Obstructed",2754
"Pop17",0.126815,8,17,FALSE,49,"Obstructed",2754
"Pop18",0.1442675,8,18,FALSE,49,"Obstructed",2754
"Pop19",0.1463925,8,19,FALSE,49,"Obstructed",2754
"Pop20",0.16134,8,20,FALSE,49,"Obstructed",2754
"Pop21",0.1669875,10,21,FALSE,49,"Obstructed",2754
"Pop22",0.17989,9,22,FALSE,49,"Obstructed",2754
"Pop23",0.1348125,10,23,FALSE,49,"Obstructed",2754
"Pop24",0.139375,10,24,FALSE,49,"Obstructed",2754
"Pop25",0.1470025,9,25,TRUE,49,"Obstructed",2754
"Pop01",0.024615,2,1,TRUE,50,"Obstructed",2754
"Pop02",0.046175,3,2,FALSE,50,"Obstructed",2754
"Pop03",0.032675,3,3,FALSE,50,"Obstructed",2754
"Pop04",0.06847,4,4,FALSE,50,"Obstructed",2754
"Pop05",0.0827925,6,5,FALSE,50,"Obstructed",2754
"Pop06",0.121125,7,6,FALSE,50,"Obstructed",2754
"Pop07",0.14942,8,7,FALSE,50,"Obstructed",2754
"Pop08",0.1550325,8,8,FALSE,50,"Obstructed",2754
"Pop09",0.14161,7,9,FALSE,50,"Obstructed",2754
"Pop10",0.1517225,8,10,FALSE,50,"Obstructed",2754
"Pop11",0.133835,9,11,FALSE,50,"Obstructed",2754
"Pop12",0.1605725,9,12,FALSE,50,"Obstructed",2754
"Pop13",0.15058,9,13,FALSE,50,"Obstructed",2754
"Pop14",0.158485,12,14,FALSE,50,"Obstructed",2754
"Pop15",0.1875675,12,15,FALSE,50,"Obstructed",2754
"Pop16",0.21137,12,16,FALSE,50,"Obstructed",2754
"Pop17",0.23823,12,17,FALSE,50,"Obstructed",2754
"Pop18",0.221785,13,18,FALSE,50,"Obstructed",2754
"Pop19",0.2221125,12,19,FALSE,50,"Obstructed",2754
"Pop20",0.2285325,12,20,FALSE,50,"Obstructed",2754
"Pop21",0.19975,12,21,FALSE,50,"Obstructed",2754
"Pop22",0.167275,13,22,FALSE,50,"Obstructed",2754
"Pop23",0.1678425,13,23,FALSE,50,"Obstructed",2754
"Pop24",0.1855475,10,24,FALSE,50,"Obstructed",2754
"Pop25",0.1824275,9,25,TRUE,50,"Obstructed",2754
"Pop01",0.1907975,10,1,TRUE,1,"Isotropic",2804
"Pop02",0.17366,11,2,FALSE,1,"Isotropic",2804
"Pop03",0.16684,12,3,FALSE,1,"Isotropic",2804
"Pop04",0.2022575,12,4,FALSE,1,"Isotropic",2804
"Pop05",0.2040075,12,5,FALSE,1,"Isotropic",2804
"Pop06",0.2152575,14,6,FALSE,1,"Isotropic",2804
"Pop07",0.2443125,14,7,FALSE,1,"Isotropic",2804
"Pop08",0.2128725,13,8,FALSE,1,"Isotropic",2804
"Pop09",0.1874875,12,9,FALSE,1,"Isotropic",2804
"Pop10",0.192905,13,10,FALSE,1,"Isotropic",2804
"Pop11",0.20138,14,11,FALSE,1,"Isotropic",2804
"Pop12",0.1590175,13,12,FALSE,1,"Isotropic",2804
"Pop13",0.2159275,14,13,FALSE,1,"Isotropic",2804
"Pop14",0.2230725,14,14,FALSE,1,"Isotropic",2804
"Pop15",0.2285825,15,15,FALSE,1,"Isotropic",2804
"Pop16",0.208775,13,16,FALSE,1,"Isotropic",2804
"Pop17",0.17826,12,17,FALSE,1,"Isotropic",2804
"Pop18",0.21072,12,18,FALSE,1,"Isotropic",2804
"Pop19",0.2295925,12,19,FALSE,1,"Isotropic",2804
"Pop20",0.24876,12,20,FALSE,1,"Isotropic",2804
"Pop21",0.2180175,12,21,FALSE,1,"Isotropic",2804
"Pop22",0.2154975,10,22,FALSE,1,"Isotropic",2804
"Pop23",0.2135625,10,23,FALSE,1,"Isotropic",2804
"Pop24",0.184935,9,24,FALSE,1,"Isotropic",2804
"Pop25",0.15058,10,25,TRUE,1,"Isotropic",2804
"Pop01",0.1182,7,1,TRUE,2,"Isotropic",2804
"Pop02",0.1139725,8,2,FALSE,2,"Isotropic",2804
"Pop03",0.1133425,8,3,FALSE,2,"Isotropic",2804
"Pop04",0.1174975,8,4,FALSE,2,"Isotropic",2804
"Pop05",0.1331875,9,5,FALSE,2,"Isotropic",2804
"Pop06",0.1336375,9,6,FALSE,2,"Isotropic",2804
"Pop07",0.1248975,10,7,FALSE,2,"Isotropic",2804
"Pop08",0.1447875,8,8,FALSE,2,"Isotropic",2804
"Pop09",0.1723325,11,9,FALSE,2,"Isotropic",2804
"Pop10",0.1793,11,10,FALSE,2,"Isotropic",2804
"Pop11",0.1812575,11,11,FALSE,2,"Isotropic",2804
"Pop12",0.19227,12,12,FALSE,2,"Isotropic",2804
"Pop13",0.196945,11,13,FALSE,2,"Isotropic",2804
"Pop14",0.1760925,11,14,FALSE,2,"Isotropic",2804
"Pop15",0.135275,10,15,FALSE,2,"Isotropic",2804
"Pop16",0.12705,9,16,FALSE,2,"Isotropic",2804
"Pop17",0.1542175,10,17,FALSE,2,"Isotropic",2804
"Pop18",0.156245,10,18,FALSE,2,"Isotropic",2804
"Pop19",0.1803675,9,19,FALSE,2,"Isotropic",2804
"Pop20",0.1734875,9,20,FALSE,2,"Isotropic",2804
"Pop21",0.1400825,9,21,FALSE,2,"Isotropic",2804
"Pop22",0.1405,8,22,FALSE,2,"Isotropic",2804
"Pop23",0.11994,7,23,FALSE,2,"Isotropic",2804
"Pop24",0.1143975,7,24,FALSE,2,"Isotropic",2804
"Pop25",0.1006375,6,25,TRUE,2,"Isotropic",2804
"Pop01",0.098375,8,1,TRUE,3,"Isotropic",2804
"Pop02",0.124135,10,2,FALSE,3,"Isotropic",2804
"Pop03",0.178875,12,3,FALSE,3,"Isotropic",2804
"Pop04",0.1942525,13,4,FALSE,3,"Isotropic",2804
"Pop05",0.20956,14,5,FALSE,3,"Isotropic",2804
"Pop06",0.2032225,14,6,FALSE,3,"Isotropic",2804
"Pop07",0.2057425,14,7,FALSE,3,"Isotropic",2804
"Pop08",0.2049725,13,8,FALSE,3,"Isotropic",2804
"Pop09",0.2146975,15,9,FALSE,3,"Isotropic",2804
"Pop10",0.2375275,16,10,FALSE,3,"Isotropic",2804
"Pop11",0.2358125,16,11,FALSE,3,"Isotropic",2804
"Pop12",0.2596525,16,12,FALSE,3,"Isotropic",2804
"Pop13",0.2380775,16,13,FALSE,3,"Isotropic",2804
"Pop14",0.23112,15,14,FALSE,3,"Isotropic",2804
"Pop15",0.249105,13,15,FALSE,3,"Isotropic",2804
"Pop16",0.2683525,13,16,FALSE,3,"Isotropic",2804
"Pop17",0.274365,13,17,FALSE,3,"Isotropic",2804
"Pop18",0.2498525,13,18,FALSE,3,"Isotropic",2804
"Pop19",0.2381325,14,19,FALSE,3,"Isotropic",2804
"Pop20",0.1950725,14,20,FALSE,3,"Isotropic",2804
"Pop21",0.1789075,11,21,FALSE,3,"Isotropic",2804
"Pop22",0.1782575,13,22,FALSE,3,"Isotropic",2804
"Pop23",0.2291675,13,23,FALSE,3,"Isotropic",2804
"Pop24",0.2437525,13,24,FALSE,3,"Isotropic",2804
"Pop25",0.16325,11,25,TRUE,3,"Isotropic",2804
"Pop01",0.1260475,10,1,TRUE,4,"Isotropic",2804
"Pop02",0.178685,10,2,FALSE,4,"Isotropic",2804
"Pop03",0.161595,12,3,FALSE,4,"Isotropic",2804
"Pop04",0.1265125,10,4,FALSE,4,"Isotropic",2804
"Pop05",0.10678,9,5,FALSE,4,"Isotropic",2804
"Pop06",0.128345,11,6,FALSE,4,"Isotropic",2804
"Pop07",0.12876,10,7,FALSE,4,"Isotropic",2804
"Pop08",0.1209425,11,8,FALSE,4,"Isotropic",2804
"Pop09",0.1336075,8,9,FALSE,4,"Isotropic",2804
"Pop10",0.166045,10,10,FALSE,4,"Isotropic",2804
"Pop11",0.151075,12,11,FALSE,4,"Isotropic",2804
"Pop12",0.1856775,12,12,FALSE,4,"Isotropic",2804
"Pop13",0.200005,14,13,FALSE,4,"Isotropic",2804
"Pop14",0.1799575,14,14,FALSE,4,"Isotropic",2804
"Pop15",0.1421475,12,15,FALSE,4,"Isotropic",2804
"Pop16",0.1457125,11,16,FALSE,4,"Isotropic",2804
"Pop17",0.1798225,12,17,FALSE,4,"Isotropic",2804
"Pop18",0.201705,12,18,FALSE,4,"Isotropic",2804
"Pop19",0.23261,13,19,FALSE,4,"Isotropic",2804
"Pop20",0.2073825,13,20,FALSE,4,"Isotropic",2804
"Pop21",0.1872625,12,21,FALSE,4,"Isotropic",2804
"Pop22",0.1440325,11,22,FALSE,4,"Isotropic",2804
"Pop23",0.1693525,10,23,FALSE,4,"Isotropic",2804
"Pop24",0.1575875,11,24,FALSE,4,"Isotropic",2804
"Pop25",0.131065,10,25,TRUE,4,"Isotropic",2804
"Pop01",0.0977075,9,1,TRUE,5,"Isotropic",2804
"Pop02",0.1218325,11,2,FALSE,5,"Isotropic",2804
"Pop03",0.1413,12,3,FALSE,5,"Isotropic",2804
"Pop04",0.152225,12,4,FALSE,5,"Isotropic",2804
"Pop05",0.1283625,13,5,FALSE,5,"Isotropic",2804
"Pop06",0.16098,13,6,FALSE,5,"Isotropic",2804
"Pop07",0.2018475,14,7,FALSE,5,"Isotropic",2804
"Pop08",0.2516375,15,8,FALSE,5,"Isotropic",2804
"Pop09",0.2339525,16,9,FALSE,5,"Isotropic",2804
"Pop10",0.254815,18,10,FALSE,5,"Isotropic",2804
"Pop11",0.2616425,18,11,FALSE,5,"Isotropic",2804
"Pop12",0.27723,19,12,FALSE,5,"Isotropic",2804
"Pop13",0.2831975,19,13,FALSE,5,"Isotropic",2804
"Pop14",0.25966,18,14,FALSE,5,"Isotropic",2804
"Pop15",0.2899525,14,15,FALSE,5,"Isotropic",2804
"Pop16",0.2563675,16,16,FALSE,5,"Isotropic",2804
"Pop17",0.26266,16,17,FALSE,5,"Isotropic",2804
"Pop18",0.218615,14,18,FALSE,5,"Isotropic",2804
"Pop19",0.1905925,14,19,FALSE,5,"Isotropic",2804
"Pop20",0.1747,14,20,FALSE,5,"Isotropic",2804
"Pop21",0.1558925,11,21,FALSE,5,"Isotropic",2804
"Pop22",0.1154325,11,22,FALSE,5,"Isotropic",2804
"Pop23",0.1372225,10,23,FALSE,5,"Isotropic",2804
"Pop24",0.1219225,9,24,FALSE,5,"Isotropic",2804
"Pop25",0.085585,9,25,TRUE,5,"Isotropic",2804
"Pop01",0.110215,6,1,TRUE,6,"Isotropic",2804
"Pop02",0.0852575,7,2,FALSE,6,"Isotropic",2804
"Pop03",0.1027475,6,3,FALSE,6,"Isotropic",2804
"Pop04",0.110635,7,4,FALSE,6,"Isotropic",2804
"Pop05",0.1104,7,5,FALSE,6,"Isotropic",2804
"Pop06",0.1343725,10,6,FALSE,6,"Isotropic",2804
"Pop07",0.11889,10,7,FALSE,6,"Isotropic",2804
"Pop08",0.12901,9,8,FALSE,6,"Isotropic",2804
"Pop09",0.11765,10,9,FALSE,6,"Isotropic",2804
"Pop10",0.1160775,10,10,FALSE,6,"Isotropic",2804
"Pop11",0.1374575,10,11,FALSE,6,"Isotropic",2804
"Pop12",0.1698725,9,12,FALSE,6,"Isotropic",2804
"Pop13",0.1506125,12,13,FALSE,6,"Isotropic",2804
"Pop14",0.1428175,13,14,FALSE,6,"Isotropic",2804
"Pop15",0.1463875,12,15,FALSE,6,"Isotropic",2804
"Pop16",0.2088525,13,16,FALSE,6,"Isotropic",2804
"Pop17",0.20278,13,17,FALSE,6,"Isotropic",2804
"Pop18",0.195795,12,18,FALSE,6,"Isotropic",2804
"Pop19",0.2478925,14,19,FALSE,6,"Isotropic",2804
"Pop20",0.18877,13,20,FALSE,6,"Isotropic",2804
"Pop21",0.2016,12,21,FALSE,6,"Isotropic",2804
"Pop22",0.21505,13,22,FALSE,6,"Isotropic",2804
"Pop23",0.2425325,13,23,FALSE,6,"Isotropic",2804
"Pop24",0.2011425,12,24,FALSE,6,"Isotropic",2804
"Pop25",0.1624825,12,25,TRUE,6,"Isotropic",2804
"Pop01",0.1104825,7,1,TRUE,7,"Isotropic",2804
"Pop02",0.09054,8,2,FALSE,7,"Isotropic",2804
"Pop03",0.1017325,9,3,FALSE,7,"Isotropic",2804
"Pop04",0.1374875,9,4,FALSE,7,"Isotropic",2804
"Pop05",0.1755975,10,5,FALSE,7,"Isotropic",2804
"Pop06",0.137355,10,6,FALSE,7,"Isotropic",2804
"Pop07",0.139755,11,7,FALSE,7,"Isotropic",2804
"Pop08",0.1372075,11,8,FALSE,7,"Isotropic",2804
"Pop09",0.15921,12,9,FALSE,7,"Isotropic",2804
"Pop10",0.187495,11,10,FALSE,7,"Isotropic",2804
"Pop11",0.2033375,12,11,FALSE,7,"Isotropic",2804
"Pop12",0.169395,12,12,FALSE,7,"Isotropic",2804
"Pop13",0.21982,13,13,FALSE,7,"Isotropic",2804
"Pop14",0.2354975,13,14,FALSE,7,"Isotropic",2804
"Pop15",0.2174625,12,15,FALSE,7,"Isotropic",2804
"Pop16",0.187865,11,16,FALSE,7,"Isotropic",2804
"Pop17",0.1806575,12,17,FALSE,7,"Isotropic",2804
"Pop18",0.16786,12,18,FALSE,7,"Isotropic",2804
"Pop19",0.1655775,12,19,FALSE,7,"Isotropic",2804
"Pop20",0.15971,7,20,FALSE,7,"Isotropic",2804
"Pop21",0.1266475,7,21,FALSE,7,"Isotropic",2804
"Pop22",0.10112,8,22,FALSE,7,"Isotropic",2804
"Pop23",0.0961225,7,23,FALSE,7,"Isotropic",2804
"Pop24",0.0864475,6,24,FALSE,7,"Isotropic",2804
"Pop25",0.0542725,6,25,TRUE,7,"Isotropic",2804
"Pop01",0.0757375,7,1,TRUE,8,"Isotropic",2804
"Pop02",0.0963325,7,2,FALSE,8,"Isotropic",2804
"Pop03",0.0822975,8,3,FALSE,8,"Isotropic",2804
"Pop04",0.101965,9,4,FALSE,8,"Isotropic",2804
"Pop05",0.1084375,10,5,FALSE,8,"Isotropic",2804
"Pop06",0.1318525,10,6,FALSE,8,"Isotropic",2804
"Pop07",0.162075,11,7,FALSE,8,"Isotropic",2804
"Pop08",0.146795,10,8,FALSE,8,"Isotropic",2804
"Pop09",0.12257,12,9,FALSE,8,"Isotropic",2804
"Pop10",0.122325,11,10,FALSE,8,"Isotropic",2804
"Pop11",0.1338075,10,11,FALSE,8,"Isotropic",2804
"Pop12",0.1549575,10,12,FALSE,8,"Isotropic",2804
"Pop13",0.1642375,10,13,FALSE,8,"Isotropic",2804
"Pop14",0.1881025,10,14,FALSE,8,"Isotropic",2804
"Pop15",0.178045,10,15,FALSE,8,"Isotropic",2804
"Pop16",0.166785,10,16,FALSE,8,"Isotropic",2804
"Pop17",0.1637175,8,17,FALSE,8,"Isotropic",2804
"Pop18",0.1448825,10,18,FALSE,8,"Isotropic",2804
"Pop19",0.11987,9,19,FALSE,8,"Isotropic",2804
"Pop20",0.1007425,8,20,FALSE,8,"Isotropic",2804
"Pop21",0.10169,7,21,FALSE,8,"Isotropic",2804
"Pop22",0.0825075,5,22,FALSE,8,"Isotropic",2804
"Pop23",0.0692725,5,23,FALSE,8,"Isotropic",2804
"Pop24",0.089225,5,24,FALSE,8,"Isotropic",2804
"Pop25",0.0965325,5,25,TRUE,8,"Isotropic",2804
"Pop01",0.15924,9,1,TRUE,9,"Isotropic",2804
"Pop02",0.1649925,9,2,FALSE,9,"Isotropic",2804
"Pop03",0.1875725,12,3,FALSE,9,"Isotropic",2804
"Pop04",0.1819625,13,4,FALSE,9,"Isotropic",2804
"Pop05",0.1995725,13,5,FALSE,9,"Isotropic",2804
"Pop06",0.231995,13,6,FALSE,9,"Isotropic",2804
"Pop07",0.2060775,14,7,FALSE,9,"Isotropic",2804
"Pop08",0.23163,14,8,FALSE,9,"Isotropic",2804
"Pop09",0.2269,13,9,FALSE,9,"Isotropic",2804
"Pop10",0.23866,14,10,FALSE,9,"Isotropic",2804
"Pop11",0.2471225,15,11,FALSE,9,"Isotropic",2804
"Pop12",0.2490475,13,12,FALSE,9,"Isotropic",2804
"Pop13",0.2309275,13,13,FALSE,9,"Isotropic",2804
"Pop14",0.19136,12,14,FALSE,9,"Isotropic",2804
"Pop15",0.2211825,14,15,FALSE,9,"Isotropic",2804
"Pop16",0.2206825,15,16,FALSE,9,"Isotropic",2804
"Pop17",0.2058225,14,17,FALSE,9,"Isotropic",2804
"Pop18",0.1464175,14,18,FALSE,9,"Isotropic",2804
"Pop19",0.2023175,15,19,FALSE,9,"Isotropic",2804
"Pop20",0.216995,16,20,FALSE,9,"Isotropic",2804
"Pop21",0.2164225,14,21,FALSE,9,"Isotropic",2804
"Pop22",0.2236325,14,22,FALSE,9,"Isotropic",2804
"Pop23",0.199405,13,23,FALSE,9,"Isotropic",2804
"Pop24",0.1602425,11,24,FALSE,9,"Isotropic",2804
"Pop25",0.1501975,11,25,TRUE,9,"Isotropic",2804
"Pop01",0.05575,4,1,TRUE,10,"Isotropic",2804
"Pop02",0.063705,4,2,FALSE,10,"Isotropic",2804
"Pop03",0.0539925,7,3,FALSE,10,"Isotropic",2804
"Pop04",0.0785875,4,4,FALSE,10,"Isotropic",2804
"Pop05",0.09926,7,5,FALSE,10,"Isotropic",2804
"Pop06",0.1055,9,6,FALSE,10,"Isotropic",2804
"Pop07",0.1224725,9,7,FALSE,10,"Isotropic",2804
"Pop08",0.146165,10,8,FALSE,10,"Isotropic",2804
"Pop09",0.19635,13,9,FALSE,10,"Isotropic",2804
"Pop10",0.227085,14,10,FALSE,10,"Isotropic",2804
"Pop11",0.265505,14,11,FALSE,10,"Isotropic",2804
"Pop12",0.2268,15,12,FALSE,10,"Isotropic",2804
"Pop13",0.2409925,16,13,FALSE,10,"Isotropic",2804
"Pop14",0.2732925,16,14,FALSE,10,"Isotropic",2804
"Pop15",0.2944775,15,15,FALSE,10,"Isotropic",2804
"Pop16",0.30258,15,16,FALSE,10,"Isotropic",2804
"Pop17",0.2690675,17,17,FALSE,10,"Isotropic",2804
"Pop18",0.2510925,16,18,FALSE,10,"Isotropic",2804
"Pop19",0.258185,15,19,FALSE,10,"Isotropic",2804
"Pop20",0.2002575,15,20,FALSE,10,"Isotropic",2804
"Pop21",0.262905,14,21,FALSE,10,"Isotropic",2804
"Pop22",0.263085,13,22,FALSE,10,"Isotropic",2804
"Pop23",0.2213225,13,23,FALSE,10,"Isotropic",2804
"Pop24",0.162395,11,24,FALSE,10,"Isotropic",2804
"Pop25",0.15732,11,25,TRUE,10,"Isotropic",2804
"Pop01",0.0907075,8,1,TRUE,11,"Isotropic",2804
"Pop02",0.078235,7,2,FALSE,11,"Isotropic",2804
"Pop03",0.08803,5,3,FALSE,11,"Isotropic",2804
"Pop04",0.0901,8,4,FALSE,11,"Isotropic",2804
"Pop05",0.10706,9,5,FALSE,11,"Isotropic",2804
"Pop06",0.1219425,9,6,FALSE,11,"Isotropic",2804
